1, 1.2555010318756, NO
2, 1.3438968658447, NO
3, 1.6527900695801, NO
4, 1.1760149002075, NO
5, 1.5072820186615, NO
6, 1.4000720977783, NO
7, 1.4198999404907, NO
8, 1.4242949485779, NO
9, 1.3950519561768, NO
10, 1.3187811374664, NO
11, 1.0645699501038, NO
12, 0.56253409385681, SI
13, 0.95751595497131, NO
14, 1.311774969101, NO
15, 1.3020479679108, NO
16, 1.6791458129883, NO
17, 1.2073140144348, NO
18, 1.1973938941956, NO
19, 1.4342360496521, NO
20, 1.3403599262238, NO
21, 1.1682989597321, NO
22, 1.4366221427917, NO
23, 1.2759370803833, NO
24, 1.1070730686188, NO
25, 1.5582480430603, NO
26, 1.5392458438873, NO
27, 1.676344871521, SI
28, 0.86234712600708, SI
29, 1.6876361370087, SI
30, 1.451101064682, NO
31, 1.2793869972229, NO
32, 1.4278709888458, NO
33, 1.3107550144196, NO
34, 0.33948588371277, SI
35, 0.0058519840240479, SI
36, 1.5935690402985, NO
37, 0.0054161548614502, SI
38, 0.039457082748413, SI
39, 0.072751045227051, SI
40, 0.0049319267272949, SI
41, 1.3353998661041, NO
42, 0.005033016204834, SI
43, 0.052602052688599, SI
44, 0.0053939819335938, SI
45, 0.0095779895782471, SI
46, 0.029196977615356, SI
47, 0.0070359706878662, SI
48, 0.06389307975769, SI
49, 0.033115863800049, SI
50, 0.017101049423218, SI
51, 0.011157035827637, SI
52, 0.048448085784912, SI
53, 0.011733055114746, SI
54, 0.0044169425964355, SI
55, 0.0045621395111084, SI
56, 0.0045540332794189, SI
57, 0.0051369667053223, SI
58, 0.0046050548553467, SI
59, 0.0061240196228027, SI
60, 0.0066909790039062, SI
61, 0.0067839622497559, SI
62, 0.0049591064453125, SI
63, 0.0042819976806641, SI
64, 0.004486083984375, SI
65, 0.0059938430786133, SI
66, 0.0043931007385254, SI
67, 0.0038821697235107, SI
68, 0.0061662197113037, SI
69, 0.0068039894104004, SI
70, 0.0047399997711182, SI
71, 0.0065290927886963, SI
72, 0.0045828819274902, SI
73, 0.0046789646148682, SI
74, 0.0059959888458252, SI
75, 0.0072929859161377, SI
76, 0.0085580348968506, SI
77, 0.0065779685974121, SI
78, 0.0043001174926758, SI
79, 0.0060820579528809, SI
80, 0.0064730644226074, SI
81, 0.0049080848693848, SI
